"","score","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","avg","obp","slg","OPS","OBA","rpG","rpGS","rpIP","rpH","rpR","rpER","rpuBB","rpBB","rpSO","rpHR","rpHBP","rpAB","rpX1B","rpX2B","rpX3B","rpIBB","rpGDP","rpSF","rpSB","rpCS","rpPO","rpBF","rpPit","rpfip","rpera","rpwhip","rpkperc","spG.1","spGS.1","spIP.1","spH.1","spR.1","spER.1","spuBB.1","spBB.1","spSO.1","spHR.1","spHBP.1","spERA.1","spAB.1","spX1B.1","spX2B.1","spX3B.1","spIBB.1","spGDP.1","spSF.1","spSB.1","spCS.1","spPO.1","spBF.1","spPit.1","spStr.1","spStL.1","spStS.1","spGB.FB.1","spLD.1","spPU.1","spWHIP.1","spBAbip.1","spSO9.1","spSO.W.1","spSO_perc.1","spuBB_perc.1","spSO_uBB.1","spfip.1","rpslg","spslg.1"
"rpCS",0.0225705121885716,0.0376043786982378,0.0355470470398109,0.000171624775479938,0.00111231400152108,-0.0114899485151129,0.00923799953288829,-0.0122714832594577,0.0273871279774427,-0.000191811652669497,0.0297477801032983,-0.00637364920205723,0.0324591875774211,0.0270269728819876,0.00581844056706805,-0.0133670991997777,0.0187615428608492,0.0112013782223423,0.000319787361766986,0.0191620558189403,-0.0332317582412879,-0.0202356181222197,-0.00752526542005669,-0.0125582406734736,-0.0125865722327946,0.155717683931818,NA,0.206791333907319,0.152185708104043,0.0630820892066483,0.0689113524882864,0.143072563258613,0.147112890361385,0.168153234511892,0.0933564561697738,0.0546065528344709,0.183980901209329,0.155485243947636,0.0998308347497868,-0.00185111966875516,0.0698074043414247,0.0149752390796887,0.03853331622975,0.0533937874028989,1,0.365047210117177,0.18236899943706,0.195242243085051,0.00422542549466596,-0.064875140265407,-0.0173562609986732,0.0254516117445083,0.073217510151491,0.0520681966991519,0.0231375614704945,0.0400353884408652,0.0676340946745924,0.0691622983113628,0.0689026507786462,0.0662648552572569,0.00974679904385176,0.0437463478232553,0.0268513492222455,0.0431008600812309,0.0284660778482937,0.0372394211270174,0.0165753589311245,-0.0280510862401143,-0.0056780287179691,0.0299350421610106,0.0353919444551286,0.035565936408723,-0.000744994330646662,-0.0144176802425064,0.0362136260993117,0.0469212770475311,-0.0736629645622147,-0.00787454712290785,-0.0358982507025726,0.00162686859874541,0.0099526772165672,-0.0232932518198168,0.0425334784254463,0.014372746571005,-0.0107528122199417,-0.0388765324554603,-0.021172865230388,0.0625685778259994,NA,0.0340788710214104,-0.00509047414861716,0.0261273041107531
"rpPO",0.0243909523651757,0.0194038089670214,0.017828701065708,0.0116649553247325,0.01555089015472,0.00369683298345499,0.0249931829357287,0.00717281674793243,0.0136207463836898,0.0095991071623039,0.0118413089508136,0.00900701034518764,0.0106235816305881,0.0038884993892733,0.00199659044675617,0.018004091777683,0.0116104119310864,0.0107772506712595,0.00371952115762279,0.000693343108270528,0.00597729151352799,0.00723855199526835,0.0139245362516805,0.0123737720877104,0.0114531634727497,0.150495364109679,NA,0.144721553545412,0.13118286693353,0.116185273839945,0.115171286830004,0.124978532958093,0.132446616775941,0.106835442351287,0.054246997119985,0.0129981858464343,0.141901288882677,0.108381817333489,0.153819705371381,0.0838090804562859,0.0796118848558969,-0.00293052265311732,0.0669796675387995,0.0414695408240929,0.365047210117177,1,0.143773201856362,0.143761114139209,0.00913496276904656,0.0328571944342851,0.0328519358028968,-0.0128008287791374,0.0702245614527479,0.043770768303532,0.0216930036229849,0.0487476891693711,0.0698984360034088,0.0684408646605534,0.0535663187836876,0.05368934996964,-0.000530341809967738,0.0386802823465614,0.0217898326057396,0.0425033603806542,0.0271814066588076,0.0428271235234649,0.0199829339904256,0.0289227926544497,0.00972770427981054,0.017101526153143,0.044407285262424,0.0184846846323024,0.00156174366691255,-0.00772614590236906,0.0344756697682299,0.0376920570172793,-0.0583237165139835,-0.00794947975468103,-0.0316737507685254,0.0172513833082079,0.00532114542134243,-0.0286173387707154,0.0414430516843333,0.0230042862946464,-0.0252974107082546,-0.0316099667484402,-0.0348133684209465,0.0375984632141764,NA,0.0283373851772592,0.028689865771644,0.0394136656358372
"rpBF",0.0814795829303042,0.199814792661138,0.17197733351758,0.23378788922629,0.155772040724209,0.0558790238410591,0.114227171616315,-0.00355058114926588,0.262400659283712,0.236154592501673,0.220280129071627,0.0754114077236332,0.215961616047492,0.207918714257895,0.100182213374365,-0.0383774910676168,0.0394078529501749,0.0408126281094661,0.0374012434787714,-0.0503301829462197,0.0702380025596553,0.14849338324188,0.187624570360527,0.185056921261101,0.185761989660363,0.882829568036662,NA,0.978124803499423,0.901877795477177,0.782693537344804,0.771458664410399,0.784607012884765,0.798774480637616,0.815597343719895,0.65102333531773,0.467957328831517,0.994240476326143,0.837445030271937,0.665545784162469,0.231801249490074,0.345026135973334,0.470174806103024,0.362679557090278,0.345214928439159,0.18236899943706,0.143773201856362,1,0.988722866213417,0.273977438784256,0.261199892943263,0.249980692510616,-0.0222795502882632,0.338384923942342,0.303691332436356,0.174098360790392,0.266588295905121,0.324829501449388,0.315758378873858,0.273471502698714,0.2810922970931,0.132487478399216,0.262815268686283,0.106609524744979,0.145309744651361,0.209287217624578,0.18310891604359,0.217874157280359,0.0522729524898893,0.095156439481447,0.0759423369359716,0.0802075998559483,0.101772419170442,0.0369273681804147,0.059307231353734,0.234736007751151,0.257005454521459,-0.154316670246426,-0.0662050405581004,-0.0242535898381279,-0.0547470794904831,-0.00255919417958069,-0.0229739203859415,0.157350963881837,0.100201740366154,0.0162535941134506,-0.122557161978876,-0.0373399451325759,0.150714232010265,NA,0.136670050689866,0.264164670939257,0.194840695218432
"rpPit",0.0798185999412197,0.189987205357777,0.161573219269167,0.22691772480777,0.144081475804464,0.0435096517810133,0.108349939524585,-0.0105733842193997,0.263235374327078,0.229145517010985,0.219810350376317,0.067785885372531,0.216986359409134,0.207414751869022,0.0969470333783878,-0.0440338331844027,0.0346617029965361,0.0367077909228979,0.0378534599902027,-0.051298499435245,0.0626204514640675,0.143821809886588,0.185057301795827,0.181575364132026,0.182653834628322,0.880549159333564,NA,0.971179370844833,0.870037550322851,0.762422053226102,0.752857648661467,0.798993168597932,0.809172029268709,0.847358392293841,0.64755549486381,0.458288283312278,0.980828591289854,0.800255212253791,0.645833205578039,0.223413506015869,0.331254667183265,0.44409771281726,0.349685555693023,0.367095879251585,0.195242243085051,0.143761114139209,0.988722866213417,1,0.257060899381673,0.244825691452872,0.227621231567491,0.0517767071555027,0.338691719621646,0.302092837543405,0.173412902642897,0.25760692274185,0.315489838896975,0.305451957272257,0.269216675972733,0.277144342333423,0.139901821785481,0.25943568840626,0.101283518875029,0.136113183752092,0.207030198326879,0.175616907138277,0.212105514257287,0.0405238201765872,0.0964438151486853,0.0734395989918344,0.077797217382333,0.103652979628147,0.0318970027049515,0.0589734968409097,0.231664380540979,0.256213546299572,-0.15217729669877,-0.0572305482337208,-0.0141974939470401,-0.0473786485404673,-0.00771638380912747,-0.0254252426613326,0.147205830200582,0.0913686899906047,0.0267364968789846,-0.117890695149839,-0.0244609178487462,0.148707059006699,NA,0.130386525520943,0.239583197252096,0.183817689940944
"rpfip",0.0684971147671339,0.0496906741886059,0.0309083552511561,0.0784137927414058,0.0324692584907818,-0.00876631037100808,0.0254272229965506,-0.00438984258832077,0.106505589912268,0.0803832793397764,0.0958115201349853,0.0243939514187503,0.0956058746813859,0.0436927863028619,0.0635112693117503,-0.0134779545737974,0.0275361104978544,0.00897465517158778,-0.0161437750626103,-0.0132112948000446,0.0185369671382817,0.0656090242659485,0.0764319190651576,0.0772266512419857,0.078564568299665,0.154238973459988,NA,0.151604688107744,0.412340942399102,0.602186695662882,0.60949153423986,0.436985189339776,0.441494400916895,-0.0584111739394617,0.731987110095513,0.282072077127561,0.231289234085743,0.27367822100736,0.249338389934126,0.0164122196336487,0.176165584938317,0.174054279428223,0.181811825508852,0.0971618204711919,0.00422542549466596,0.00913496276904656,0.273977438784256,0.257060899381673,1,0.708261732215287,0.643106627798721,-0.454844449580682,0.0381757577085087,0.0357015059117646,-0.00636356606594046,0.0550293160273528,0.125689878968795,0.116165220161822,0.121347225994563,0.124962631689527,-0.0375892205060203,0.0779536744319909,0.0345019708417297,0.0871945197835947,0.0084335556731514,0.030621766594071,0.0496786561178625,-0.0127187153163548,0.0437449979584954,0.0162215116946145,0.0545307282113598,0.0207996489036658,-0.00989404923432099,0.0324090974305387,0.0261070148535953,0.0350328099681,-0.149715576262522,-0.0787492295503871,-0.0709194435892463,-0.0582761739855592,0.0125304230282987,0.0212508209475038,0.0971296986208532,0.0321759686146121,-0.0573989187028343,-0.106578618002268,-0.084411456527731,0.120824661358767,NA,0.0862904227326429,0.780020682348384,0.0990326736659506
"rpera",0.0687911605183242,0.0459882392978688,0.0313550330112313,0.0923804781748342,0.0554284911938583,0.0226625867478081,0.0408050021397013,-0.00459668974163505,0.0872230018678049,0.0926400837131755,0.0721007713951306,0.0348540397305951,0.0686634878099804,0.0360077456841823,0.0456827178948494,0.00864767417706131,0.039160597186248,0.00745319365667851,0.00396497987542977,-0.015814102586722,0.054787616324968,0.0829987466351547,0.0852553892225271,0.0896722228941862,0.090309147740193,0.168536939007951,NA,0.101663880354609,0.515530722171467,0.770180959974803,0.795067709851227,0.351151522313962,0.361437409920813,0.0325502931888104,0.539327140411827,0.217191975061336,0.22832709504273,0.403508210274693,0.426432651965032,0.177214264969811,0.173080327219608,0.0702988007453187,0.286259938200697,0.128194999543008,-0.064875140265407,0.0328571944342851,0.261199892943263,0.244825691452872,0.708261732215287,1,0.800122466534185,-0.286136965531569,0.0425347415528549,0.0289017428203217,0.000209130609264285,0.0604873211229336,0.120791949052961,0.112962906848154,0.10677648479207,0.111059756282967,-0.0317019817781836,0.0602040380460495,0.0307954711167729,0.0895744473081705,0.0154707492431716,0.0410559554512516,0.0502442277394911,0.0114525485199775,0.0456617296518339,0.0126861399845205,0.0474283360474456,0.0181384084905233,-0.00188613710453028,0.0352205935588437,0.0309570694724507,0.0333425959085322,-0.120279904363675,-0.0798219586767,-0.0525399463366904,-0.0292488828847503,0.0229744236854915,-0.0014837900951429,0.0969097449860013,0.0489948542792981,-0.0543273536163882,-0.103175040543613,-0.082205822004726,0.0949567204802423,NA,0.073447989701061,0.840461850967095,0.0953615236250322
"rpwhip",0.0612956760474714,0.0298508679227684,0.0140515678105226,0.0708779462183839,0.0483430938943138,0.0286614706068871,0.0285758397080537,0.0161977246302026,0.053952324736356,0.0703548789704632,0.0636254472323503,0.0547458879165497,0.0558189451138958,0.00761253787572957,0.0436119973916742,0.032450831268212,0.0411453439386253,0.023552133370485,0.00451882799308539,-0.00769783650711111,0.0606998446210835,0.0862198856426212,0.0701849735875469,0.0802564183134431,0.0805577339236704,0.1235724173314,NA,0.0565212381858788,0.537453677160926,0.630014636802234,0.62353983393249,0.465191662716439,0.492000583412188,-0.05766079143492,0.326887714110884,0.279205508487266,0.193367284226537,0.512258145524206,0.409022575177462,0.154750783690392,0.291652537379991,0.162323239381295,0.240820567003849,0.103994952467674,-0.0173562609986732,0.0328519358028968,0.249980692510616,0.227621231567491,0.643106627798721,0.800122466534185,1,-0.390793408974925,0.000947630760348363,-0.0129012527634178,-0.0326186723159487,0.04008321365491,0.100410927780604,0.0944131343106038,0.078761189993905,0.0849541266696006,-0.0638013457533076,0.0295352840099215,0.00593616598013793,0.0933875151759514,-0.0172326526099098,0.027213670838584,0.0385789602134458,0.0177635222110282,0.0534168359333246,0.00138959472797152,0.0532316478456304,0.0116236642794682,0.00113228480985538,0.0288084062117379,-0.00258185951976144,-0.00337358231826093,-0.108812251004883,-0.112538753755139,-0.0839582117405542,-0.0453810214256775,0.0352877552507165,0.00159067012922223,0.106359257713641,0.0646501602322639,-0.0748271251425518,-0.0914081879699955,-0.102572220661278,0.0867077332119635,NA,0.0651749830541127,0.749340590713835,0.0971060570612729
"rpkperc",-0.0310919173359708,0.00925295126240351,0.00425647293137447,0.0130754421676062,-0.0123657608372325,-0.028857932498218,-0.00819453600521157,-0.0378397735555265,0.0539413348149676,0.0128022242399842,0.0359468669875986,-0.00728860757343682,0.0391410750558955,0.0839258822812251,0.0028432899381604,-0.0265043899778288,-0.022288856884538,-0.0285823160434608,0.0186196096854013,-0.0036734526665519,-0.023396458153911,0.000238290457289548,0.016517132398878,0.0116751471744424,0.0130955571177862,0.0514706125543466,NA,0.0486081785710381,-0.227127941383663,-0.194841836498107,-0.187030395623098,-0.0128319513179148,-0.0352123762260927,0.53733820880329,-0.0438874420786565,-0.0259809457335443,-0.0140742068312216,-0.254914412848836,-0.145890130456058,-0.0818449427076856,-0.110421244219831,-0.241426678200062,-0.106797892493212,0.0864451124820017,0.0254516117445083,-0.0128008287791374,-0.0222795502882632,0.0517767071555027,-0.454844449580682,-0.286136965531569,-0.390793408974925,1,0.0782742150631522,0.0591124574708087,0.0677511574856583,-0.0106707420988185,-0.0320230220030001,-0.0321701125712225,-0.0102184941828733,-0.0104908582459207,0.14087478873304,0.0132450479832456,-0.000598742790929758,-0.0552356593682961,0.0558730765380567,-0.011496652051376,-0.0035226016773404,-0.0528610861510064,-0.0034749708862365,-0.0177829867269508,-0.055043030002701,0.00847028049615238,-0.00162464865527692,-0.0176090718960699,0.0478744435090653,0.058443459500105,0.0786276624790284,0.0899795457257509,0.131769260675314,0.0596575083294518,-0.0498210882548292,-0.0397366160433899,-0.0731238243629004,-0.037282617047154,0.142389795369886,0.0685974192606816,0.155805865385096,-0.0344358839401632,NA,-0.0524056596565599,-0.341757623171562,-0.0790805676752779
"spG.1",0.0168122722894551,0.10580680486821,0.089725331554982,0.120245191609687,0.0745020290035874,0.0169067052629865,0.0664367226901451,-0.0136388900618136,0.141918771622934,0.122921526324854,0.123490756156068,0.0307866594106008,0.123355937143823,0.10324692690469,0.0547881523621771,-0.0162325260741757,0.00890853213339977,0.0139522504400591,0.0138883842717692,-0.0128412452381019,0.0261639650405546,0.0739940078989934,0.0966762924764487,0.0944471438554005,0.095639519042868,0.360263849419058,NA,0.350209191973161,0.269596250854969,0.231162436655956,0.232044602804963,0.237083359776963,0.244100484386018,0.328816383538502,0.209724761981659,0.163690798776028,0.341058053057237,0.251037561898715,0.189517663179018,0.049728864743409,0.117199874128171,0.163125648616795,0.102173625980219,0.106518144711418,0.073217510151491,0.0702245614527479,0.338384923942342,0.338691719621646,0.0381757577085087,0.0425347415528549,0.000947630760348363,0.0782742150631522,1,0.833140805431359,0.817895150561333,0.717563361706903,0.556923138339133,0.544130272878059,0.533750880754972,0.54301835253806,0.621097595092902,0.426529639381491,0.221908160481729,-0.0964284136780709,0.840363740517261,0.637325741035524,0.465118463165494,0.155379171853457,0.149247295824551,0.338364286144661,0.181943031436574,0.210765016398056,0.160009607683216,0.080089651720667,0.857684182327291,0.862643765161698,0.0123422364913973,0.0294339006620425,0.0786485118659096,0.00718692919496002,-0.0522982213029654,0.00100409888762011,-0.102782242755422,-0.0272440601490708,0.0837623176934657,0.0157595608181212,0.0945691879997273,-0.0167940015706687,NA,-0.0814681885516517,0.0268887247119204,-0.0565346212424404
"spGS.1",0.00624150682672417,0.0875713636118934,0.0723670360797256,0.107531388935221,0.0598155566383196,0.00794175209074683,0.0553707486875954,-0.0186890719789418,0.128830904006443,0.109830415836075,0.106500861712679,0.0327847726363897,0.105144210380841,0.0808637767761103,0.0573194700638598,-0.00728611742513818,0.00656418954747424,0.00761323007634917,0.000629129045511321,-0.00971959564247356,0.0204130991287454,0.064361187234376,0.0869205591088338,0.0841373266435541,0.0847473990594532,0.317176681364458,NA,0.317884770744288,0.242192145700948,0.201940520321669,0.202513155313775,0.199525899888659,0.206126165473371,0.290173615402603,0.196130315732605,0.147068192022014,0.308296684183084,0.224495785149486,0.168697929729106,0.0363298684158462,0.101920371833574,0.153859998875269,0.0921621691252829,0.082302184061998,0.0520681966991519,0.043770768303532,0.303691332436356,0.302092837543405,0.0357015059117646,0.0289017428203217,-0.0129012527634178,0.0591124574708087,0.833140805431359,1,0.905000131648981,0.80476443558186,0.620138550562613,0.605192926737318,0.566858699703639,0.573236360856916,0.693392134476395,0.468697052160934,0.230823957491637,-0.0874485458336307,0.932766776995806,0.71637445819316,0.525129709916617,0.175551287607555,0.135964173555897,0.368455195594677,0.203367984301906,0.234702622171586,0.186940232277281,0.0995103153424891,0.948038492417797,0.950200619049171,0.0551109629998934,0.0408990945268081,0.086863307367992,0.00378920553090045,-0.0390492028945493,-0.0140706496121507,-0.0970353195058854,0.00494499207147225,0.0985991676953995,0.03609205588389,0.108752678265451,-0.0503293313274417,NA,-0.0911541981153048,0.0251619163095503,-0.0384693501321259
"spIP.1",-0.0183436630812043,0.0713254468475683,0.0616065140668747,0.0797400927574806,0.0487734200251832,0.0124811655998435,0.0393149636075269,-0.0153908931368719,0.0960654070260914,0.0816645835891074,0.0717012254204208,0.0233091065421012,0.0705417486379115,0.0627072228926061,0.0465331125194979,0.00694719417047691,0.00767581436157693,0.00670438809289357,-0.00402960763944978,-0.00270099251338212,0.0135497479397602,0.0415462028831604,0.0610027125958014,0.0577460043076195,0.0579245939345309,0.219955900586134,NA,0.187595558601049,0.128509487437522,0.103039772496233,0.104871330034384,0.0970675675832415,0.105853603295521,0.187047526500958,0.102006851872261,0.0959126957984239,0.178421454999485,0.123561729646327,0.0807405268608548,0.0142004723205972,0.0759571907204577,0.0901170551109967,0.0482370927985703,0.046526246463828,0.0231375614704945,0.0216930036229849,0.174098360790392,0.173412902642897,-0.00636356606594046,0.000209130609264285,-0.0326186723159487,0.0677511574856583,0.817895150561333,0.905000131648981,1,0.706531162604096,0.415196250522953,0.40400865954072,0.440372778994296,0.444778138871056,0.780773927534186,0.36445553831041,0.212020961235111,-0.27887702277725,0.979061759865511,0.656393677398299,0.438413762657622,0.137316532579104,0.102052641351193,0.400851370953768,0.146150509295478,0.178266005234553,0.192270558081823,0.0846729780381866,0.973125106792369,0.953821183631472,0.210437120940855,0.0862875953612299,0.173604298704226,0.0641496308622317,-0.127621928618148,0.0134970727729916,-0.319849204289328,-0.18236842236965,0.118194467727679,0.180011498702101,0.201581706077357,-0.198556040037056,NA,-0.225879444959966,-0.00959476830946914,-0.255427375711174
"spH.1",0.0322819649620016,0.0681199547482138,0.0606127700783438,0.092004156118241,0.06169777651424,0.0190213579852782,0.0547964090658844,-0.0102261339206385,0.104536051995771,0.0944576023310432,0.0657121409020144,0.0260543178191684,0.0637158711262241,0.0549513259729236,0.0461162411655759,-0.0162713743339065,0.00680758487368695,0.00368859226544247,0.00695591801005092,-0.00392057341415955,0.03578223537295,0.0574390541668907,0.082588928603541,0.0786083358495349,0.0779922881093283,0.250306006804119,NA,0.268454375052973,0.248188581567572,0.203993301892843,0.20316146519315,0.16882152349208,0.174949137176381,0.215277872628133,0.176830233391083,0.119624487986303,0.270970341380214,0.23278004892367,0.180743478157809,0.0572086123859438,0.0888051373322461,0.162629355665002,0.0971255869151513,0.0673462233164294,0.0400353884408652,0.0487476891693711,0.266588295905121,0.25760692274185,0.0550293160273528,0.0604873211229336,0.04008321365491,-0.0106707420988185,0.717563361706903,0.80476443558186,0.706531162604096,1,0.795639896833025,0.786385978367657,0.362025678788152,0.37660843407804,0.442925707799653,0.515626165655169,0.174683477758984,0.139210329031828,0.823617078926179,0.9113163581783,0.646831911280056,0.249285396841218,0.155208552897435,0.401288220734997,0.263569456602308,0.205601322032127,0.168283583343706,0.0783331566926972,0.823594114151242,0.776895120253716,0.106115133915982,0.00134955127762888,-0.0585065661723412,0.00515947031021573,0.118971187311805,-0.124727976586991,0.188887557551755,0.397047803159212,-0.0651518956447717,0.020498156212622,-0.128450725206703,-0.182789500046737,NA,0.0217067463700662,0.0726371064185758,0.305923517073416
"spR.1",0.0471904485266975,0.0632673977674548,0.0527352607102462,0.0942101307310238,0.0579859694929465,0.00917110458522887,0.057534740512902,-0.0022725817009395,0.111455442510805,0.0969042917785157,0.0762418176414275,0.0240162299225731,0.075161921929944,0.0487114705123748,0.0542974056666904,-0.0340612053158915,0.0142552712383298,0.00525006668725888,0.0112404142443574,-0.0176314389061889,0.0379283011181892,0.0664330704488443,0.0923249562147916,0.0886745705436108,0.0880697433105608,0.262779192682717,NA,0.315244953167336,0.311855572612839,0.279371622296834,0.275579186526301,0.242935343795819,0.246671738490809,0.246841202463151,0.24569497099895,0.155416623748293,0.324826751050074,0.280368209770984,0.240053305697941,0.0700375401386043,0.10375329003979,0.183798527872317,0.123914399290252,0.099530843271991,0.0676340946745924,0.0698984360034088,0.324829501449388,0.315489838896975,0.125689878968795,0.120791949052961,0.100410927780604,-0.0320230220030001,0.556923138339133,0.620138550562613,0.415196250522953,0.795639896833025,1,0.973380868709886,0.420767478574401,0.434255786693176,0.229497479519603,0.643722967213516,0.187679043467768,0.442638084215564,0.54762417388149,0.620437107528164,0.560303447822029,0.254992597372002,0.157878002561903,0.189741556440106,0.301558110522408,0.195497065610585,0.0907476956004493,0.06274429690004,0.575991308913123,0.547337370154086,-0.0895246584850544,-0.0686931230845405,-0.111084252938993,-0.0894096975378677,0.135643364589273,-0.0991566284668288,0.359944323180605,0.366901637971747,-0.0796467648657136,-0.149227107073049,-0.203153124432924,0.0526666566955269,NA,0.260878850387817,0.134691926202372,0.528884640961105
"spER.1",0.0431131713646377,0.0653701858253653,0.0559030937133523,0.0953656839947987,0.0600497785918529,0.0119521768444407,0.0599215277905653,0.000638303032782529,0.107731477842589,0.0980864223296377,0.0732486937056591,0.018115169464157,0.0731977715672799,0.0508731488483557,0.0536722646369079,-0.0351437893370592,0.0134479863496758,0.00662369360976316,0.00766037669174058,-0.0175646986107541,0.0377565853653593,0.0638365665046966,0.0895052450116579,0.0857622143984354,0.0853332270210582,0.256183304532937,NA,0.30721382828447,0.303255228546951,0.26862584943342,0.265374557493206,0.235001122152874,0.238298039191984,0.239041540100727,0.234346604296143,0.145097255307344,0.316179953807438,0.273178883198182,0.234451294948806,0.0733104187423788,0.0988629845167294,0.181106421609707,0.11757744354115,0.0895327255357244,0.0691622983113628,0.0684408646605534,0.315758378873858,0.305451957272257,0.116165220161822,0.112962906848154,0.0944131343106038,-0.0321701125712225,0.544130272878059,0.605192926737318,0.40400865954072,0.786385978367657,0.973380868709886,1,0.409693543060816,0.421676681954414,0.218409131719381,0.654769511600215,0.18239802930447,0.469311255603034,0.532415035891751,0.604486734858604,0.559185500772564,0.253730816881726,0.146239958679175,0.185991706621965,0.283410491390758,0.175628677609767,0.086612279773769,0.0549451019527695,0.559499239404738,0.532052466334085,-0.0871324874147754,-0.0719475720099294,-0.110828621648926,-0.115037140586013,0.149339202023514,-0.0871986692780135,0.360250641679188,0.369905028855553,-0.084090579431395,-0.144378880838995,-0.203071061659792,0.0520739129000571,NA,0.270913676880387,0.128296734242523,0.546143040826339
"spuBB.1",0.0346215644871863,0.0544059003525464,0.0383188946251968,0.0824459167102612,0.0316810190175566,-0.00948442828965348,0.0354464558218716,-0.00487019187767051,0.0949215670902386,0.0827382283492633,0.0932850521923583,0.0132719236508317,0.095169878631581,0.047594560374538,0.048247186308946,-0.0112289919697935,0.00670169753088569,-0.00235785883854614,0.0106751601662843,-0.0102687511764724,0.0114876345913622,0.0559415106516393,0.0667909200621844,0.0669848609130596,0.0686530119289002,0.239743270508965,NA,0.266940822007832,0.244230470489149,0.236443507264189,0.234935985531833,0.227931621280723,0.230791376436847,0.218226636819647,0.210494967592975,0.14875157287935,0.269570006317194,0.213238216373154,0.194639676585132,0.0364894767345169,0.0942900247324582,0.139232003782267,0.121173799901054,0.0828550306143569,0.0689026507786462,0.0535663187836876,0.273471502698714,0.269216675972733,0.121347225994563,0.10677648479207,0.078761189993905,-0.0102184941828733,0.533750880754972,0.566858699703639,0.440372778994296,0.362025678788152,0.420767478574401,0.409693543060816,1,0.988213302005737,0.3407543961156,0.239292606504669,0.152184944238827,0.0235625509425259,0.436217480584885,0.314325018747909,0.228692633605906,0.0925628484594814,0.0899753038675912,0.27434376993588,0.130709135884084,0.217058948921597,0.140816139964807,0.123142669149699,0.533057510388132,0.579572597098444,-0.479384166964336,-0.0930529255530052,-0.00632941762054251,0.0274870376101768,-0.0577378865871344,-0.0139562257301632,0.170179869309053,-0.0227112282514304,0.0631122257983355,-0.45594611756409,-0.00362445373779029,0.703447977817893,NA,0.109386750304559,0.100370693645144,-0.0304647411223112
"spBB.1",0.0376529421199419,0.0565754697078977,0.0398063112230126,0.0826171119415459,0.0328309555571523,-0.00742730059452762,0.0352235471626148,-0.00176467782026114,0.0927261918993578,0.0827294131053217,0.094885930326631,0.0226861290151261,0.0949752001086477,0.0507837297777976,0.0510657025043037,-0.00075422532942519,0.00645062962855203,-0.000567400755098515,0.0134894885882939,-0.00905658742599477,0.0117957724193151,0.0571621778051227,0.0654489616581598,0.0664822913994342,0.0679350385359842,0.251818727436395,NA,0.273793341068046,0.249995897354529,0.243533508657506,0.242262698726947,0.237771145774729,0.243502801091872,0.223538857140761,0.212746940526569,0.154710020896095,0.275860906672734,0.218282803379547,0.199893399358643,0.0432430953637635,0.111362431113569,0.145616887244184,0.124359282162001,0.084295473080217,0.0662648552572569,0.05368934996964,0.2810922970931,0.277144342333423,0.124962631689527,0.111059756282967,0.0849541266696006,-0.0104908582459207,0.54301835253806,0.573236360856916,0.444778138871056,0.37660843407804,0.434255786693176,0.421676681954414,0.988213302005737,1,0.340229852684462,0.2402861654788,0.158040184964589,0.0282725597801858,0.443087016299156,0.322728605158476,0.252624167671016,0.103528229573233,0.241377097944537,0.279025440703844,0.140457065578372,0.225890467952491,0.143618561672437,0.127310873906519,0.541788420370822,0.586524862939996,-0.485236490354385,-0.0978356247713487,-0.0157137332583372,0.0290555590433254,-0.0502330096308474,-0.0198082557654844,0.180165349085327,-0.0106893584920389,0.0579261979786738,-0.464895793463323,-0.0121740414567362,0.684014416012256,NA,0.111071107164895,0.102166865365992,-0.0200929191370935
"spSO.1",-0.0645161995787565,0.058163539267034,0.0484639610229072,0.0605844297926951,0.0298057644339248,-0.00216822997856675,0.0295567878935894,-0.0163790024120713,0.0801873761758972,0.0609988983068528,0.0687972479766947,0.013330687109145,0.0694823753415806,0.0650443088237029,0.0410777721444507,-0.00300603857252176,-0.00291111845638055,0.00902065357785859,-0.00640395947494973,-0.0122468844007398,-0.00372659069873059,0.0282381899605883,0.0429092000172242,0.0402640462049559,0.0412261867608433,0.193885158392982,NA,0.151718941871875,0.0746095191679055,0.0519183851947221,0.0558996220482822,0.066298459985501,0.0742951896010836,0.197907965249714,0.0814342514799762,0.0727488701006378,0.137282816186734,0.0707673414296271,0.0343444266501208,-0.00602179101822475,0.0613210313693426,0.0603216332601577,0.0117408908724704,0.0475021957033272,0.00974679904385176,-0.000530341809967738,0.132487478399216,0.139901821785481,-0.0375892205060203,-0.0317019817781836,-0.0638013457533076,0.14087478873304,0.621097595092902,0.693392134476395,0.780773927534186,0.442925707799653,0.229497479519603,0.218409131719381,0.3407543961156,0.340229852684462,1,0.249587220337327,0.152189161686468,-0.267077296237171,0.748663889306215,0.404586175178197,0.27846000534794,0.0715652135809247,0.0533769477073577,0.154267267436403,0.0307070361873324,0.170055797891102,0.136119477377972,0.0549591003406217,0.740112978697813,0.777377256012964,0.262405544292145,0.0963358297289433,0.546405640471141,0.0129761199461752,-0.0721102795260904,0.033256934066666,-0.317618790837485,-0.0559300659372976,0.660927125772519,0.35755838164065,0.710955407295184,-0.137550988184019,NA,-0.321375751022745,-0.0378102519859973,-0.290967070531031
